team_nombre,team_num,opponent_nombre,opponent_num,Resultado
Aston Villa,1,Manchester Utd,17,2
Aston Villa,1,Manchester City,15,2
Aston Villa,1,Newcastle Utd,19,0
Aston Villa,1,Burnley,6,2
Aston Villa,1,Southampton,25,0
Aston Villa,1,West Ham,31,2
Aston Villa,1,Arsenal,0,0
Aston Villa,1,Brighton,4,1
Aston Villa,1,Leicester City,12,2
Aston Villa,1,Leeds United,11,0
Aston Villa,1,Sheffield Utd,24,2
Aston Villa,1,Wolves,34,1
Aston Villa,1,Newcastle Utd,19,1
Aston Villa,1,Tottenham,26,2
Aston Villa,1,Fulham,10,0
Aston Villa,1,Liverpool,13,2
Aston Villa,1,Manchester City,15,2
Aston Villa,1,West Brom,29,1
Aston Villa,1,Everton,9,0
Aston Villa,1,Manchester Utd,17,2
Aston Villa,1,Everton,9,1
Aston Villa,1,Crystal Palace,8,2
Aston Villa,1,Tottenham,26,0
Aston Villa,1,Chelsea,7,0
Newcastle United,18,West Ham,31,0
Newcastle United,18,Brighton,4,2
Newcastle United,18,Tottenham,26,1
Newcastle United,18,Burnley,6,0
Newcastle United,18,Manchester Utd,17,2
Newcastle United,18,Wolves,34,1
Newcastle United,18,Everton,9,0
Newcastle United,18,Southampton,25,2
Newcastle United,18,Chelsea,7,2
Newcastle United,18,Crystal Palace,8,0
Newcastle United,18,West Brom,29,0
Newcastle United,18,Leeds United,11,2
Newcastle United,18,Fulham,10,1
Newcastle United,18,Manchester City,15,2
Newcastle United,18,Liverpool,13,1
Newcastle United,18,Leicester City,12,2
Newcastle United,18,Sheffield Utd,24,2
Newcastle United,18,Arsenal,0,2
Newcastle United,18,Aston Villa,1,2
Newcastle United,18,Leeds United,11,2
Newcastle United,18,Everton,9,0
Newcastle United,18,Crystal Palace,8,2
Newcastle United,18,Southampton,25,0
Newcastle United,18,Chelsea,7,2
Newcastle United,18,Manchester Utd,17,2
Newcastle United,18,Wolves,34,1
Newcastle United,18,West Brom,29,1
Newcastle United,18,Aston Villa,1,1
Newcastle United,18,Brighton,4,2
Newcastle United,18,Tottenham,26,1
Newcastle United,18,Burnley,6,0
Newcastle United,18,West Ham,31,0
Newcastle United,18,Liverpool,13,1
Newcastle United,18,Arsenal,0,2
Newcastle United,18,Leicester City,12,0
Newcastle United,18,Manchester City,15,2
Newcastle United,18,Sheffield Utd,24,0
Newcastle United,18,Fulham,10,0
Wolverhampton Wanderers,33,Sheffield Utd,24,0
Wolverhampton Wanderers,33,Manchester City,15,2
Wolverhampton Wanderers,33,West Ham,31,2
Wolverhampton Wanderers,33,Fulham,10,0
Wolverhampton Wanderers,33,Leeds United,11,0
Wolverhampton Wanderers,33,Newcastle Utd,19,1
Wolverhampton Wanderers,33,Crystal Palace,8,0
Wolverhampton Wanderers,33,Leicester City,12,2
Wolverhampton Wanderers,33,Southampton,25,1
Wolverhampton Wanderers,33,Arsenal,0,0
Wolverhampton Wanderers,33,Liverpool,13,2
Wolverhampton Wanderers,33,Aston Villa,1,2
Wolverhampton Wanderers,33,Chelsea,7,0
Wolverhampton Wanderers,33,Burnley,6,2
Wolverhampton Wanderers,33,Tottenham,26,1
Wolverhampton Wanderers,33,Manchester Utd,17,2
Wolverhampton Wanderers,33,Brighton,4,1
Wolverhampton Wanderers,33,Everton,9,2
Wolverhampton Wanderers,33,West Brom,29,2
Wolverhampton Wanderers,33,Chelsea,7,1
Wolverhampton Wanderers,33,Crystal Palace,8,2
Wolverhampton Wanderers,33,Arsenal,0,0
Wolverhampton Wanderers,33,Leicester City,12,1
Wolverhampton Wanderers,33,Southampton,25,0
Wolverhampton Wanderers,33,Leeds United,11,0
Wolverhampton Wanderers,33,Newcastle Utd,19,1
Wolverhampton Wanderers,33,Manchester City,15,2
Wolverhampton Wanderers,33,Aston Villa,1,1
Wolverhampton Wanderers,33,Liverpool,13,2
Wolverhampton Wanderers,33,West Ham,31,2
Wolverhampton Wanderers,33,Fulham,10,0
Wolverhampton Wanderers,33,Sheffield Utd,24,0
Wolverhampton Wanderers,33,Burnley,6,2
Wolverhampton Wanderers,33,West Brom,29,1
Wolverhampton Wanderers,33,Brighton,4,0
Wolverhampton Wanderers,33,Tottenham,26,2
Wolverhampton Wanderers,33,Everton,9,2
Wolverhampton Wanderers,33,Manchester Utd,17,2
Crystal Palace,8,Southampton,25,0
Crystal Palace,8,Manchester Utd,17,0
Crystal Palace,8,Everton,9,2
Crystal Palace,8,Chelsea,7,2
Crystal Palace,8,Brighton,4,1
Crystal Palace,8,Fulham,10,0
Crystal Palace,8,Wolves,34,2
Crystal Palace,8,Leeds United,11,0
Crystal Palace,8,Burnley,6,2
Crystal Palace,8,Newcastle Utd,19,2
Crystal Palace,8,West Brom,29,0
Crystal Palace,8,Tottenham,26,1
Crystal Palace,8,West Ham,31,1
Crystal Palace,8,Liverpool,13,2
Crystal Palace,8,Aston Villa,1,2
Crystal Palace,8,Leicester City,12,1
Crystal Palace,8,Sheffield Utd,24,0
Crystal Palace,8,Arsenal,0,1
Crystal Palace,8,Manchester City,15,2
Crystal Palace,8,West Ham,31,2
Crystal Palace,8,Wolves,34,0
Crystal Palace,8,Newcastle Utd,19,0
Crystal Palace,8,Leeds United,11,2
Crystal Palace,8,Burnley,6,2
Crystal Palace,8,Brighton,4,0
Crystal Palace,8,Fulham,10,1
Crystal Palace,8,Manchester Utd,17,1
Crystal Palace,8,Tottenham,26,2
Crystal Palace,8,West Brom,29,0
Crystal Palace,8,Everton,9,1
Crystal Palace,8,Chelsea,7,2
Crystal Palace,8,Leicester City,12,2
Crystal Palace,8,Manchester City,15,2
Crystal Palace,8,Sheffield Utd,24,0
Crystal Palace,8,Southampton,25,2
Crystal Palace,8,Aston Villa,1,0
Crystal Palace,8,Arsenal,0,2
Crystal Palace,8,Liverpool,13,2
Southampton,25,Crystal Palace,8,2
Southampton,25,Tottenham,26,2
Southampton,25,Burnley,6,0
Southampton,25,West Brom,29,0
Southampton,25,Chelsea,7,1
Southampton,25,Everton,9,0
Southampton,25,Aston Villa,1,0
Southampton,25,Newcastle Utd,19,0
Southampton,25,Wolves,34,1
Southampton,25,Manchester Utd,17,2
Southampton,25,Brighton,4,0
Southampton,25,Sheffield Utd,24,0
Southampton,25,Arsenal,0,1
Southampton,25,Manchester City,15,2
Southampton,25,Fulham,10,1
Southampton,25,West Ham,31,1
Southampton,25,Liverpool,13,0
Southampton,25,Leicester City,12,2
Southampton,25,Arsenal,0,2
Southampton,25,Aston Villa,1,2
Southampton,25,Manchester Utd,17,2
Southampton,25,Newcastle Utd,19,2
Southampton,25,Wolves,34,2
Southampton,25,Chelsea,7,1
Southampton,25,Leeds United,11,2
Southampton,25,Everton,9,2
Southampton,25,Sheffield Utd,24,0
Southampton,25,Manchester City,15,2
Southampton,25,Brighton,4,2
Southampton,25,Burnley,6,0
Southampton,25,West Brom,29,2
Southampton,25,Tottenham,26,2
Southampton,25,Leicester City,12,1
Southampton,25,Liverpool,13,2
Southampton,25,Crystal Palace,8,0
Southampton,25,Fulham,10,0
Southampton,25,Leeds United,11,2
Southampton,25,West Ham,31,2
Brighton and Hove Albion,5,Chelsea,7,2
Brighton and Hove Albion,5,Newcastle Utd,19,0
Brighton and Hove Albion,5,Manchester Utd,17,2
Brighton and Hove Albion,5,Everton,9,2
Brighton and Hove Albion,5,Crystal Palace,8,1
Brighton and Hove Albion,5,West Brom,29,1
Brighton and Hove Albion,5,Tottenham,26,2
Brighton and Hove Albion,5,Burnley,6,1
Brighton and Hove Albion,5,Aston Villa,1,0
Brighton and Hove Albion,5,Liverpool,13,1
Brighton and Hove Albion,5,Southampton,25,2
Brighton and Hove Albion,5,Leicester City,12,2
Brighton and Hove Albion,5,Fulham,10,1
Brighton and Hove Albion,5,Sheffield Utd,24,1
Brighton and Hove Albion,5,West Ham,31,1
Brighton and Hove Albion,5,Arsenal,0,2
Brighton and Hove Albion,5,Wolves,34,1
Brighton and Hove Albion,5,Manchester City,15,2
Brighton and Hove Albion,5,Leeds United,11,0
Brighton and Hove Albion,5,Fulham,10,1
Brighton and Hove Albion,5,Tottenham,26,0
Brighton and Hove Albion,5,Liverpool,13,0
Brighton and Hove Albion,5,Burnley,6,1
Brighton and Hove Albion,5,Aston Villa,1,1
Brighton and Hove Albion,5,Crystal Palace,8,2
Brighton and Hove Albion,5,West Brom,29,2
Brighton and Hove Albion,5,Leicester City,12,2
Brighton and Hove Albion,5,Southampton,25,0
Brighton and Hove Albion,5,Newcastle Utd,19,0
Brighton and Hove Albion,5,Manchester Utd,17,2
Brighton and Hove Albion,5,Everton,9,1
Brighton and Hove Albion,5,Chelsea,7,1
Brighton and Hove Albion,5,Sheffield Utd,24,2
Brighton and Hove Albion,5,Leeds United,11,0
Brighton and Hove Albion,5,Wolves,34,2
Brighton and Hove Albion,5,West Ham,31,1
Brighton and Hove Albion,5,Manchester City,15,0
Brighton and Hove Albion,5,Arsenal,0,2
Burnley,6,Leicester City,12,2
Burnley,6,Southampton,25,2
Burnley,6,Newcastle Utd,19,2
Burnley,6,West Brom,29,1
Burnley,6,Tottenham,26,2
Burnley,6,Chelsea,7,2
Burnley,6,Brighton,4,1
Burnley,6,Crystal Palace,8,0
Burnley,6,Manchester City,15,2
Burnley,6,Everton,9,1
Burnley,6,Arsenal,0,0
Burnley,6,Aston Villa,1,1
Burnley,6,Wolves,34,0
Burnley,6,Leeds United,11,2
Burnley,6,Sheffield Utd,24,0
Burnley,6,Manchester Utd,17,2
Burnley,6,West Ham,31,2
Burnley,6,Liverpool,13,0
Burnley,6,Aston Villa,1,0
Burnley,6,Chelsea,7,2
Burnley,6,Manchester City,15,2
Burnley,6,Brighton,4,1
Burnley,6,Crystal Palace,8,0
Burnley,6,Fulham,10,1
Burnley,6,West Brom,29,1
Burnley,6,Tottenham,26,2
Burnley,6,Leicester City,12,1
Burnley,6,Arsenal,0,1
Burnley,6,Everton,9,0
Burnley,6,Southampton,25,2
Burnley,6,Newcastle Utd,19,2
Burnley,6,Manchester Utd,17,2
Burnley,6,Wolves,34,0
Burnley,6,West Ham,31,2
Burnley,6,Fulham,10,0
Burnley,6,Leeds United,11,2
Burnley,6,Liverpool,13,2
Burnley,6,Sheffield Utd,24,2
Fulham,10,Arsenal,0,2
Fulham,10,Leeds United,11,2
Fulham,10,Aston Villa,1,2
Fulham,10,Wolves,34,2
Fulham,10,Sheffield Utd,24,1
Fulham,10,Crystal Palace,8,2
Fulham,10,West Brom,29,0
Fulham,10,West Ham,31,2
Fulham,10,Everton,9,2
Fulham,10,Leicester City,12,0
Fulham,10,Manchester City,15,2
Fulham,10,Liverpool,13,1
Fulham,10,Brighton,4,1
Fulham,10,Newcastle Utd,19,1
Fulham,10,Southampton,25,1
Fulham,10,Tottenham,26,1
Fulham,10,Chelsea,7,2
Fulham,10,Manchester Utd,17,2
Fulham,10,Brighton,4,1
Fulham,10,West Brom,29,1
Fulham,10,Leicester City,12,2
Fulham,10,West Ham,31,1
Fulham,10,Everton,9,0
Fulham,10,Burnley,6,1
Fulham,10,Sheffield Utd,24,0
Fulham,10,Crystal Palace,8,1
Fulham,10,Tottenham,26,2
Fulham,10,Liverpool,13,0
Fulham,10,Manchester City,15,2
Fulham,10,Leeds United,11,2
Fulham,10,Aston Villa,1,2
Fulham,10,Wolves,34,2
Fulham,10,Arsenal,0,1
Fulham,10,Chelsea,7,2
Fulham,10,Burnley,6,2
Fulham,10,Southampton,25,2
Fulham,10,Manchester Utd,17,1
Fulham,10,Newcastle Utd,19,2
West Bromwich Albion,30,Leicester City,12,2
West Bromwich Albion,30,Everton,9,2
West Bromwich Albion,30,Chelsea,7,1
West Bromwich Albion,30,Southampton,25,2
West Bromwich Albion,30,Burnley,6,1
West Bromwich Albion,30,Brighton,4,1
West Bromwich Albion,30,Fulham,10,2
West Bromwich Albion,30,Tottenham,26,2
West Bromwich Albion,30,Manchester Utd,17,2
West Bromwich Albion,30,Sheffield Utd,24,0
West Bromwich Albion,30,Crystal Palace,8,2
West Bromwich Albion,30,Newcastle Utd,19,2
West Bromwich Albion,30,Manchester City,15,1
West Bromwich Albion,30,Aston Villa,1,2
West Bromwich Albion,30,Liverpool,13,1
West Bromwich Albion,30,Leeds United,11,2
West Bromwich Albion,30,Arsenal,0,2
West Bromwich Albion,30,Wolves,34,0
West Bromwich Albion,30,West Ham,31,2
West Bromwich Albion,30,Manchester City,15,2
West Bromwich Albion,30,Fulham,10,1
West Bromwich Albion,30,Sheffield Utd,24,2
West Bromwich Albion,30,Tottenham,26,2
West Bromwich Albion,30,Manchester Utd,17,1
West Bromwich Albion,30,Burnley,6,1
West Bromwich Albion,30,Brighton,4,0
West Bromwich Albion,30,Everton,9,2
West Bromwich Albion,30,Newcastle Utd,19,1
West Bromwich Albion,30,Crystal Palace,8,2
West Bromwich Albion,30,Chelsea,7,0
West Bromwich Albion,30,Southampton,25,0
West Bromwich Albion,30,Leicester City,12,2
West Bromwich Albion,30,Aston Villa,1,1
West Bromwich Albion,30,Wolves,34,1
West Bromwich Albion,30,Arsenal,0,2
West Bromwich Albion,30,Liverpool,13,2
West Bromwich Albion,30,West Ham,31,2
West Bromwich Albion,30,Leeds United,11,2
Sheffield United,23,Wolves,34,2
Sheffield United,23,Aston Villa,1,2
Sheffield United,23,Leeds United,11,2
